branch,state,name,type,latitude,longitude
Army,Virginia,"US, VA, EMPORIA NG RECRUITING",National Guard,36.683348,-77.492052
Army,Virgin Islands,"US, VI, BETHLEHEM MILITARY COMPOUND ST. CROIX",National Guard,17.73787,-64.794264
Army,Virgin Islands,"US, VI, BLAIR HANGAR AAOF ST. CROIX",National Guard,17.707867,-64.801191
Army,Virgin Islands,"US, VI, FRANCIS ARMORY NAZARETH ST. THOMAS",National Guard,18.32259,-64.860719
Army,Virgin Islands,"US, VI, HAMS BLUFF NG SITE ST. CROIX",National Guard,17.7718,-64.872635
Army,Virgin Islands,"US, VI, SPRAT HALL NG SITE ST. CROIX",National Guard,17.75457,-64.726683
Army,Vermont,"US, VT, NORTH HYDE PARK TNG SITE",National Guard,44.914588,-72.811421
Army,Vermont,"US, VT, WESTMINSTER TNG SITE",National Guard,43.087072,-72.455536
Army,Vermont,"US, VT, WHITE RIVER JUNCTION RESERVE CENTER",Reserves,43.619517,-72.34958
Army,Washington,"US, WA, MONTESANO ARMORY",National Guard,46.979108,-123.655988
Army,Wisconsin,"US, WI, HAYWARD OMS 12, SITE 55B12",National Guard,43.344009,-89.98322
Air Force,Colorado,USAF ACADEMY,Active,38.96345,-104.832459
Army,Hawaii,USAG HI - DILLINGHAM MILITARY RESERVATION,Active,21.57965,-158.210533
Army,Hawaii,USAG HI - FORT SHAFTER/TRIPLER ARMY MEDICAL CENTER,Active,21.345857,-157.883408
Army,Hawaii,USAG HI - HAWAII - WHEELER ARMY AIRFIELD,Active,21.484351,-158.04305
Army,Hawaii,USAG HI - HELEMANO RAD REC STATION,Active,21.537566,-158.020045
Army,Hawaii,USAG HI - KAHUKU TRAINING AREA,Active,21.655384,-157.991647
Army,Hawaii,USAG HI - KILAUEA MILITARY RESERVATION,Active,19.433923,-155.274147
Army,Hawaii,USAG HI - KIPAPA AMMUNITION STORAGE SITE,Active,21.439627,-158.00311
Army,Hawaii,USAG HI - KUNIA FIELD STATION,Active,21.473977,-158.054232
Army,Hawaii,USAG HI - MAKUA MILITARY RESERVATION,Active,21.530441,-158.206658
Army,Hawaii,USAG HI - OAHU - SCHOFIELD BARRACKS,Active,21.483291,-158.039668
Army,Hawaii,USAG HI - POHAKULOA TRAINING CENTER,Active,19.71495,-155.627043
Army,Hawaii,USAG HI - WAIKAKALAUA AMMUNITION STORAGE TUNNELS,Active,21.501165,-158.020678
Army,Oregon,UMATILLA CHEMICAL DEPOT,BRAC,45.842646,-119.437656
Army,Oregon,UMATILLA DEPOT,National Guard,45.842646,-119.437656
Army,Tennessee,VTS SMYRNA,National Guard,36.018083,-86.503621
Air Force,Oklahoma,VANCE AFB/KEGELMAN,Active,36.343072,-97.907803
Air Force,California,VANDENBERG AFB,Active,34.75,-120.522
Army,Puerto Rico,VEGA BAJA READINESS CENTER,National Guard,18.446063,-66.402867
Army,Virginia,VINT HILL FARMS,BRAC,38.748428,-77.673877
Air Force,Wisconsin,VOLK FIELD,National Guard,43.939167,-90.2529
Army,Tennessee,VOLUNTEER ARMY AMMUNITION PLANT,Active,35.085438,-85.13765
Navy,Maryland,W REED NAT MIL MED CTR,Active,39.001954,-77.090339
Army,Kentucky,W.H. FORD REGIONAL TRAINING CENTER,National Guard,37.277663,-87.201042
Navy,Alaska,WALES AK,Active,65.612341,-168.092577
Navy,District of Columbia,WASHINGTON DC NAVSECSTA,Active,38.938798,-77.081649
Navy,District of Columbia,WASHINGTON DC NRL,Active,38.823677,-77.023419
Navy,Washington,WHIDBEY IS WA NAS,Active,48.338638,-122.661501
Navy,Florida,WHITING FLD FL NAS,Active,30.712805,-87.019983
Navy,Virginia,WILLIAMSBURG VA FISC CA,Active,37.284987,-76.619548
Air Force,Michigan,WK KELLOGG,National Guard,42.315264,-85.249865
Army,Hawaii,WAIAWA UNIT TRAINING EQUIPMENT SITE UTES,National Guard,21.484568,-158.041701
Air Force,Wake Island,WAKE ISLAND,Active,19.282684,-166.648083
Navy,Pennsylvania,WARMINSTER NAWC AD,BRAC,40.204319,-75.067753
Army,Puerto Rico,WATERCRAFT  MAINTENANCE SUPPORT CENTER,National Guard,18.239522,-65.648539
Army,Iowa,WATERLOO BIG ROCK AASF #2,National Guard,42.544639,-92.394426
Army,New York,WATERVLIET ARSENAL,Active,42.719842,-73.70813
Army,Maryland,WEIDE AASF ENCLAVE ON APG,National Guard,39.394419,-76.292202
Army,Utah,WENDOVER AIRPORT - AVFAC,National Guard,40.719557,-114.033135
Army,Wisconsin,WEST BEND AASF #1 / ARMORY,National Guard,43.424965,-88.136117
Army,New York,WEST POINT,Active,41.361702,-74.02531
Army,Massachusetts,WESTFIELD/BARNES AASF,National Guard,42.159321,-72.71816
Air Force,Massachusetts,WESTOVER AIR RESERVE BASE,Active,42.201262,-72.545085
Army,West Virginia,WHEELING - AASF #2,National Guard,40.180385,-80.63249
Navy,Maryland,WHITE OAK- NSWC DAHLGREN DIV DET SILVER SPRING,BRAC,39.036977,-76.970019
Army,New Mexico,WHITE SANDS MISSILE RANGE,Active,33.164462,-106.432101
Army,Utah,WHITE SANDS MISSILE RANGE - GREEN RIVER TEST SITE,Active,38.986038,-110.143156
Air Force,Missouri,WHITEMAN AFB,Active,38.728996,-93.560551
Army,Missouri,WHITEMAN FLIGHT FACILITY,National Guard,38.732512,-93.567538
Air Force,Oklahoma,WILL ROGERS INTERNATIONAL AIRPORT,National Guard,35.404677,-97.610995
Air Force,Arizona,WILLIAMS AFB,BRAC,33.307023,-111.65871
Navy,Pennsylvania,WILLOW GROVE NASJRB,BRAC,40.198518,-75.145664
Army,Delaware,WILMINGTON ARMORY,National Guard,39.571223,-75.58383
Army,Georgia,WINDER BARROW COUNTY AIRPORT ENCLAVE,National Guard,33.98363,-83.670192
Army,Connecticut,WINDSOR LOCKS AASF,National Guard,41.944784,-72.673174
Air Force,Ohio,WRIGHT PATTERSON AFB,Active,39.823069,-84.049489
Air Force,Michigan,WURTSMITH AFB,BRAC,44.45243,-83.380475
Navy,Arizona,YUMA AZ MCAS,Active,32.645334,-114.602265
Air Force,West Virginia,YEAGER MCLAUGHLIN,National Guard,38.372966,-81.591703
Air Force,Ohio,YOUNGSTOWN AIR RESERVE STATION,Active,41.257562,-80.667245
Army,Arizona,YUMA PROVING GROUND,Active,32.686157,-114.520103
